0.5,139,107,0,0
40.5,138,107,0,0
80.5,138,108,0,0
120.5,136,108,0,0
160.5,136,109,0,0
200.5,135,109,0,0
240.5,139,108,0,0
400.5,140,116,0,0
440.5,142,117,0,0
480.5,145,119,0,0
521.6,149,121,0,0
560.5,150,123,0,0
640.5,153,125,0,0
680.5,153,130,0,0
720.5,152,131,0,0
760.5,151,132,0,0
800.5,151,133,0,0
840.5,153,133,0,0
880.5,152,134,0,0
920.5,152,135,0,0
960.5,152,136,0,0
1000.5,151,138,0,0
1040.5,149,139,0,0
1080.5,147,140,0,0
1120.5,146,141,0,0
1160.5,144,142,0,0
1200.5,142,143,0,0
1240.5,141,143,0,0
1280.5,139,144,0,0
1521.6,131,143,0,0
1560.6,130,143,0,0
1600.6,130,144,0,0
1640.6,130,145,0,0
1680.6,129,145,0,0
1720.6,128,146,0,0
1760.6,129,148,0,0
1800.6,129,148,0,0
1840.6,127,149,0,0
1880.6,126,150,0,0
1920.6,125,150,0,0
1960.5,125,151,0,0
2001.6,125,152,0,0
2040.5,124,152,0,0
2080.5,122,152,0,0
2120.5,121,151,0,0
2160.5,121,151,0,0
2200.5,120,149,0,0
2240.5,117,149,0,0
2280.5,116,148,0,0
2760.5,115,130,0,0
2800.5,113,128,0,0
2840.5,113,128,0,0
2880.5,114,127,0,0
2920.5,112,127,0,0
3320.5,116,116,0,0
3400.4,116,115,0,0
3440.4,116,114,0,0
3640.5,113,107,0,0
3680.5,113,107,0,0
3720.5,112,105,0,0
3760.5,111,104,0,0
3840.5,110,102,0,0
4640.5,134,86,0,0
4680.5,133,90,0,0
4720.5,135,89,0,0
4760.5,135,89,0,0
4800.5,136,88,0,0
4840.5,135,87,0,0
4880.5,135,86,0,0
4920.5,134,85,0,0
4960.5,132,83,0,0
5120.4,124,77,0,0
5160.4,126,74,0,0
5200.4,122,74,0,0
5240.4,123,75,0,0
5280.4,123,75,0,0
5360.4,123,75,0,0
5400.4,122,76,0,0
5440.4,121,76,0,0
5481.5,121,77,0,0
5520.4,122,78,0,0
5560.4,121,78,0,0
5600.4,121,77,0,0
5640.4,121,78,0,0
5680.4,122,78,0,0
5720.4,124,78,0,0
5760.5,124,78,0,0
5800.5,123,77,0,0
5840.5,123,76,0,0
5880.5,124,76,0,0
5920.5,124,74,0,0
5960.5,123,73,0,0
6000.5,123,71,0,0
6040.5,123,70,0,0
6080.5,122,68,0,0
6160.5,120,67,0,0
6200.5,120,67,0,0
6240.5,118,67,0,0
6280.5,117,68,0,0
6320.5,119,69,0,0
6360.5,117,69,0,0
6400.5,117,69,0,0
6440.5,116,67,0,0
6480.5,116,66,0,0
6520.5,117,66,0,0
6560.5,119,66,0,0
6600.5,119,66,0,0
6640.5,121,65,0,0
6680.5,121,65,0,0
6720.5,122,66,0,0
6760.5,122,66,0,0
6800.5,119,66,0,0
6840.5,121,66,0,0
6880.5,120,66,0,0
6920.5,118,65,0,0
6960.5,118,66,0,0
7001.5,117,66,0,0
7040.5,115,65,0,0
7080.5,114,65,0,0
7120.5,113,65,0,0
7160.5,111,67,0,0
7200.5,109,68,0,0
7240.4,109,70,0,0
7280.4,107,70,0,0
7320.4,107,71,0,0
7360.4,107,72,0,0
7400.4,107,76,0,0
7440.4,107,80,0,0
7480.4,109,83,0,0
7520.4,111,85,0,0
7560.4,113,87,0,0
7600.4,114,87,0,0
7640.4,115,88,0,0
7680.4,115,89,0,0
7720.4,116,89,0,0
7760.4,118,90,0,0
7800.4,117,90,0,0
7840.4,118,91,0,0
7880.4,119,92,0,0
7920.4,120,93,0,0
7960.5,120,94,0,0
8000.5,120,94,0,0
8040.5,120,95,0,0
8080.5,121,96,0,0
8120.5,122,97,0,0
8160.5,124,97,0,0
8200.5,125,97,0,0
8240.5,125,97,0,0
8280.5,124,97,0,0
8320.5,126,98,0,0
8360.5,128,98,0,0
8400.5,128,99,0,0
8440.5,126,99,0,0
8481.6,126,99,0,0
8560.5,126,102,0,0
8600.5,126,103,0,0
8640.5,128,103,0,0
8680.5,128,103,0,0
8720.5,128,104,0,0
8760.5,126,103,0,0
8920.5,121,105,0,0
8960.5,121,105,0,0
9000.5,121,105,0,0
9040.5,122,105,0,0
9080.4,124,106,0,0
9120.4,125,105,0,0
9160.5,128,106,0,0
9200.4,129,106,0,0
9240.4,130,106,0,0
9280.4,132,106,0,0
9320.4,133,106,0,0
9360.4,133,106,0,0
9400.4,135,106,0,0
9440.4,133,106,0,0
9481.5,133,106,0,0
9520.4,135,108,0,0
9560.4,133,109,0,0
9600.4,133,110,0,0
9640.4,135,111,0,0
9680.4,134,112,0,0
9720.4,134,113,0,0
9760.4,134,114,0,0
9800.4,134,115,0,0
9840.4,134,116,0,0
9880.4,133,118,0,0
9920.4,132,118,0,0
9960.4,132,120,0,0
10000,131,121,0,0
10040,130,121,0,0
10080,131,123,0,0
10120,131,123,0,0
10160,132,124,0,0
10200,133,124,0,0
10240,134,125,0,0
10280,135,126,0,0
10320,136,126,0,0
10360,139,126,0,0
10400,139,126,0,0
10440,140,126,0,0
10480,139,127,0,0
10520,137,128,0,0
10560,138,129,0,0
10600,137,130,0,0
10640,135,130,0,0
10680,135,130,0,0
11000,118,127,0,0
11040,119,127,0,0
11080,118,128,0,0
11120,118,128,0,0
11160,117,129,0,0
11200,117,129,0,0
11240,117,129,0,0
11280,117,129,0,0
11320,118,130,0,0
11360,118,130,0,0
11482,116,130,0,0
11520,115,130,0,0
11560,114,131,0,0
11600,114,132,0,0
11640,116,133,0,0
11680,116,134,0,0
11720,117,135,0,0
11760,118,135,0,0
11800,119,136,0,0
11840,118,136,0,0
11880,119,137,0,0
11920,119,137,0,0
11961,120,138,0,0
12000,120,138,0,0
12040,121,139,0,0
12080,121,140,0,0
12120,122,140,0,0
12200,121,143,0,0
12240,119,143,0,0
12280,118,144,0,0
12320,118,144,0,0
12520,109,143,0,0
12560,108,143,0,0
12600,109,143,0,0
12640,108,143,0,0
12680,108,143,0,0
12720,108,144,0,0
12760,107,144,0,0
12800,108,145,0,0
12840,108,145,0,0
12880,109,146,0,0
12920,108,147,0,0
12960,108,148,0,0
13000,108,148,0,0
13040,109,149,0,0
13080,107,149,0,0
13120,107,149,0,0
13160,106,148,0,0
13200,104,148,0,0
13240,105,148,0,0
13280,103,147,0,0
13520,98,140,0,0
13560,98,139,0,0
13600,98,137,0,0
13640,98,136,0,0
13681,97,134,0,0
13720,97,133,0,0
13760,98,131,0,0
13800,98,131,0,0
13840,98,130,0,0
13880,98,130,0,0
13920,98,129,0,0
13960,98,130,0,0
14000,98,129,0,0
14040,97,129,0,0
14080,97,129,0,0
14120,96,129,0,0
14160,94,129,0,0
14200,95,129,0,0
14240,94,128,0,0
14480,96,120,0,0
14520,96,120,0,0
14560,96,119,0,0
14600,95,118,0,0
14640,95,117,0,0
14680,94,117,0,0
14720,93,117,0,0
14760,92,115,0,0
15400,126,116,0,0
15480,128,117,0,0
15520,128,117,0,0
15560,128,116,0,0
15960,127,121,0,0
16000,127,120,0,0
16040,126,118,0,0
16080,126,117,0,0
16120,126,115,0,0
16200,125,113,0,0
16240,125,112,0,0
16280,125,111,0,0
16320,124,110,0,0
16360,123,108,0,0
16400,123,108,0,0
16440,124,108,0,0
16640,127,103,0,0
16680,127,103,0,0
16720,126,101,0,0
16760,128,100,0,0
16800,125,98,0,0
16840,125,98,0,0
